gene_id	length	gef_25_S15_NumReads	gef_25_S16_NumReads	gef_25_S27_NumReads	gef_25_S28_NumReads	gef_5_S29_NumReads	gef_5_S30_NumReads	gef_5_S31_NumReads	gef_5_S32_NumReads	lap_25_S1_NumReads	lap_25_S17_NumReads	lap_25_S18_NumReads	lap_25_S2_NumReads	lap_5_S19_NumReads	lap_5_S3_NumReads	lap_5_S4_NumReads	lap_5_S5_NumReads	pel_25_S11_NumReads	pel_25_S12_NumReads	pel_25_S23_NumReads	pel_25_S24_NumReads	pel_5_S13_NumReads	pel_5_S14_NumReads	pel_5_S25_NumReads	pel_5_S26_NumReads	var_25_S20_NumReads	var_25_S6_NumReads	var_25_S7_NumReads	var_25_S8_NumReads	var_5_S10_NumReads	var_5_S21_NumReads	var_5_S22_NumReads	var_5_S9_NumReads	gef_25_S15_TPM	gef_25_S16_TPM	gef_25_S27_TPM	gef_25_S28_TPM	gef_5_S29_TPM	gef_5_S30_TPM	gef_5_S31_TPM	gef_5_S32_TPM	lap_25_S1_TPM	lap_25_S17_TPM	lap_25_S18_TPM	lap_25_S2_TPM	lap_5_S19_TPM	lap_5_S3_TPM	lap_5_S4_TPM	lap_5_S5_TPM	pel_25_S11_TPM	pel_25_S12_TPM	pel_25_S23_TPM	pel_25_S24_TPM	pel_5_S13_TPM	pel_5_S14_TPM	pel_5_S25_TPM	pel_5_S26_TPM	var_25_S20_TPM	var_25_S6_TPM	var_25_S7_TPM	var_25_S8_TPM	var_5_S10_TPM	var_5_S21_TPM	var_5_S22_TPM	var_5_S9_TPM
Rv2405	570	1101	1161	1392	1401	1686	590	540	457	2597	857	689	1094	1020	1936	1881	1065	1533	1405	534	819	1912	560	1252	329	520	1442	2336	865	1095	290	171	836	166.058659828169	197.656431407865	223.718387841256	212.322676832945	169.371097321475	151.331139998961	154.789248455755	152.00976151676	305.244073899021	241.020649044561	259.249670251907	273.016321517653	255.103452355006	286.830840232793	280.65729482476	243.109446542286	240.244747607547	203.247477246059	208.519668053891	219.74542232688	223.023778349317	145.069577532709	157.317124789252	145.845183353959	214.537093043113	194.161957958374	251.427643088989	197.411135859331	209.120894156967	141.110166522303	129.836300819226	186.598165693277
Rv2406c	429	3327	3807	2888	3384	4394	2441	1715	1538	2173	977	783	1082	918	1560	1740	1537	3433	3213	1825	3006	4905	2038	3565	1029	1025	5783	4467	2938	2597	900	763	1923	666.721674746928	861.150723274794	616.704614662477	681.406329627241	586.488292353345	831.881823161289	653.173745264282	679.71863491649	339.35369425908	365.077911091234	391.45181973851	358.769993848194	305.053778690253	307.087864261255	344.948571727825	466.1692877228	714.830564512997	617.557113378303	946.860937346937	1071.62410672895	760.185981188541	701.471551101594	595.180603208291	606.078853009386	561.875993412404	1034.59324435721	638.812935622779	890.891663037274	658.980890914661	581.862514475857	769.736577506368	570.292868131234
Rv2407	822	137	75	116	112	199	69	76	53	386	183	119	182	140	204	228	119	138	120	42	59	179	78	141	50	53	109	134	60	69	44	16	71	14.328403890714	8.85407164589449	12.9277657207538	11.7700770643625	13.8623814620295	12.2723694506147	15.1064932934652	12.2245867085704	31.4605009988423	35.6884394180999	31.0490981555603	31.4952975022366	24.2799192523371	20.9581863565163	23.5898633119683	18.8365874586926	14.9966367226846	12.0374119573217	11.372556323779	10.9771850319703	14.478359308975	14.0115428769209	12.285527894359	15.3698360644134	15.1627493468848	10.1772025606111	10.0011058160523	9.49532487572832	9.13766930772868	14.8462244163913	8.42409088851427	10.9891089616977
Rv2408	720	12	6	9	16	36	10	8	5	17	9	2	4	7	13	20	19	14	25	5	7	30	5	20	5	6	9	17	12	9	5	1	10	1.4328403890714	0.808671876991697	1.14511028259264	1.91964352121149	2.86303456326337	2.03057320620074	1.81542945719713	1.31664180744823	1.58185463787357	2.00381811486872	0.595760006626298	0.790266622308868	1.38597872398758	1.52477654824165	2.36243514162256	3.43358803606281	1.73692930157663	2.86306499679354	1.5456748178152	1.48688141887846	2.77030059403571	1.02541740071483	1.98950038005577	1.7547229506872	1.95971383068229	0.959364736791549	1.44854324910359	2.16809917995797	1.36071814691177	1.92607267523258	0.601093985274195	1.76702808421664
Rv2409c	840	1028	836	949	963	1627	553	508	320	471	185	114	235	383	607	759	418	1267	1024	376	554	1695	611	1212	347	354	1056	1345	650	820	258	132	543	105.211422854671	96.5785270235798	103.496157921944	99.0330380853573	110.908505581655	96.2491699739152	98.8112318845866	72.2272077228743	37.5657244254681	35.3053667857823	29.1071317523134	39.7955691948394	64.9995736270092	61.0245735021548	76.8466402496366	64.7476601086129	134.736087250873	100.518121944569	99.6297825426029	100.865180333715	134.161700196872	107.405148314874	103.340334026897	104.380948095164	99.1055280087899	96.4846821001786	98.233143027445	100.661747640906	106.265607663586	85.187442893144	68.0094909053089	82.2425356911117
Rv2410c	978	742	605	683	673	1069	323	330	283	544	185	124	181	389	638	700	382	862	832	242	342	1264	381	912	233	282	793	1163	484	695	212	97	487	65.2250042141703	60.030243629445	63.9763045407583	59.4441759099081	62.5886287960847	48.2852867928471	55.1311399578269	54.8627678293765	37.2657779719908	30.3236279141688	27.192972081593	26.3260598720071	56.7024424502542	55.0905580620013	60.8725619313788	50.821981134362	78.7326761415806	70.1468489030349	55.0753333857099	53.4808180813078	85.9303055426047	57.5240289088125	66.7886262556144	60.1988388971952	67.8085030984546	62.2311849714273	72.9551410483208	64.3779143005924	77.3578005810782	60.12182681953	42.9247483962677	63.3528351175586
Rv2411c	1656	2285	1846	2108	2071	3522	1378	1039	921	2390	1104	600	1300	1492	2379	2492	1836	2326	2179	905	1526	3249	1377	3109	991	990	3329	3923	1936	2292	762	471	1748	118.624648153193	108.174513400483	116.61316307755	108.032112294266	121.782702075043	121.657820788897	102.51256554499	105.44583518781	96.6913704480262	106.870299459665	77.7078269512563	111.668109674079	128.439767465184	121.319177534009	127.982355933118	144.257840599801	125.468868182213	108.497715269793	121.637887836762	140.930499702393	130.445023623508	122.782587894289	134.464275686812	151.211342967914	140.588166114164	154.286241970003	145.335937755329	152.081159869515	150.665023802984	127.623250306716	123.093594375716	134.294134400465
Rv2412	261	2662	1537	2171	1885	4558	1589	1273	1420	595	275	205	277	635	902	1129	662	1372	2374	545	856	2705	1759	4617	1326	721	1190	2182	812	1606	650	434	1291	876.832440392656	571.461459740799	762.002888431758	623.884144393736	999.977895735973	890.091261973236	796.910930693775	1031.52075397323	152.730792622275	168.904208916138	168.456277735712	150.968175434177	346.836055066842	291.851129233733	367.888175847154	330.02327112502	469.569852564166	750.004557504868	464.768427977537	501.584431353681	689.072469596929	995.149907783389	1266.96872478862	1283.73110764757	649.633872148013	349.929206676458	512.895962603494	404.711846925487	669.827844885917	690.729511117892	719.654592024829	629.30572599274
Rv2413c	951	656	584	608	643	1253	480	456	305	614	258	150	299	438	683	688	446	632	742	249	370	866	290	850	239	294	823	1063	491	465	232	151	546	59.3024161028918	59.591719389672	58.5679959466938	58.4068194387535	75.4444228763197	73.7924395439513	78.3440850929235	60.8064229054955	43.2551678302187	43.4898064047218	33.8286439093797	44.723606322464	65.6575409939495	60.6506604677921	61.5276483572109	61.0212955969057	59.3640010056656	64.3349671456143	58.2773041720105	59.5020594846361	60.5446136134997	45.0277924856482	64.0154696421729	63.5021504425349	72.7010556745227	66.4191106943802	68.5753115070157	67.1631985715686	53.2268297214699	67.6616571337225	68.7181262660468	73.044593109069
Rv2414c	1545	459	401	406	465	839	322	275	224	118	49	29	52	152	233	229	152	466	399	171	196	531	192	512	154	161	505	670	318	337	103	73	239	25.5407277119911	25.1865959358191	24.0732569440834	25.9990554571848	31.0949643828863	30.4704266747948	29.0821223725754	27.4884130362784	5.11686160417812	5.08412104225592	4.02571810302819	4.78763468272557	14.0251050904485	12.7356989660453	12.6057704255899	12.800949571341	26.9428811495604	21.2945323567339	24.6347551546159	19.4016371550743	22.8509454824538	18.3499937184231	23.734932689442	25.1862369931646	24.5059360574639	25.086301208012	26.6048834329934	26.7749723971508	23.7443114826805	18.4902976822328	20.448867227192	19.6809186234304
Rv2415c	894	73	78	80	78	148	59	47	40	13	10	6	9	53	65	70	45	102	95	32	33	99	42	95	34	53	123	174	66	74	14	9	57	7.01995626860482	8.46663173226206	8.19765750401887	7.53685543562902	9.47939855398163	9.64862973147735	8.58978367331528	8.48306130973356	0.974217621430226	1.79312582986016	1.43942015023804	1.43202676525768	8.45141388740267	6.14003979157711	6.65921315088238	6.54940847571147	10.1917615778034	8.76213180226748	7.96696818847032	5.64530241491727	7.36267808884659	6.93705194577552	7.6108403800791	9.6097579044346	13.9415883256592	10.5594507942157	11.9406170711737	9.60366079712925	9.01057206903544	4.34335851596072	4.35692284628276	8.11172623895425
Rv2416c	1209	324	242	368	315	525	156	172	128	117	55	29	42	360	346	380	205	285	381	102	134	348	147	371	109	200	399	631	376	228	104	49	223	23.039220151818	19.4241780875425	27.8842404628016	22.506986694105	24.8650644452154	18.8646801092198	23.2447047124992	20.0730701363819	6.483502880089	7.29263830059751	5.14452809692188	4.94161758863114	42.4489761618315	24.1682467199822	26.7312760441659	22.0624959349994	21.0574201041903	25.9849789882681	18.7782230968319	16.9507644208194	19.1377589424204	17.9537101226895	21.9783019652811	22.7809193002368	38.9025078051074	25.3291334974245	32.0197620266016	40.4568382959898	20.5289487176763	23.8584486222359	17.5406086025423	23.4668345080086
Rv2417c	843	860	658	694	870	1307	484	446	307	936	383	238	469	498	803	875	480	896	790	225	348	925	364	796	279	225	746	930	521	527	200	111	343	87.7041092242989	75.7446398662685	75.4169903790547	89.1507044548399	88.7778451763992	83.939994175188	86.4428688160057	69.0463831834773	74.3872358911279	72.8315385997363	60.5512661539042	79.1391557002546	84.2156467163168	80.4420849649961	88.276046217213	74.0867843705629	94.9438934954345	77.2721883832107	59.4067189765275	63.1338770232482	72.9545352165988	63.7583374565465	67.6288527768423	83.627223329548	62.7666351464077	67.9180160044124	67.6815685995229	80.3971297336726	68.0520487233692	65.8017711111487	56.986276753397	51.7657480045245
Rv2418c	744	792	561	616	597	1161	338	334	260	183	47	33	70	181	290	304	220	726	644	232	396	1026	379	981	263	222	678	854	415	582	267	136	550	91.5169022697214	73.1717617729583	75.848164954523	69.3161602114876	89.3543851599132	66.4193945512114	73.3492062948195	66.2568135361045	16.4789031535595	10.126822731057	9.51294204129089	13.383547635876	34.6814030933297	32.9170123317676	34.7506588574157	38.4748404720111	87.1666363786615	71.3734396620015	69.4057853677021	81.4016186925168	91.6880132090529	75.2193280395333	94.4370906210342	89.3210585865936	70.1703984534625	69.9407840370613	70.4206414459847	72.5613838453674	85.154619516414	99.5344653458903	79.111724513507	94.0514948050793
Rv2419c	672	464	381	424	529	811	278	232	170	85	42	29	50	105	150	234	110	543	542	131	166	711	232	478	136	172	356	492	209	237	110	42	128	59.3605304043864	55.0185687738994	57.8008047403902	68.0016577714875	69.1047925835295	60.4820733561221	56.407986705768	47.9633801284712	8.47422127432268	10.0190905743436	9.25555724580141	10.5839279773509	22.274658064086	18.8502595249654	29.6148119539113	21.298572404149	72.1800467415392	66.5049097826614	43.3893002429554	37.778925847014	70.3458472271211	50.9778936355374	50.945420446428	51.1376402771698	60.1912105138131	40.6587912259275	44.9170133545566	40.4582793402871	38.3916905735821	45.4002844876252	27.0492293373388	24.2335280121139
Rv2420c	381	250	160	149	122	285	120	104	103	54	14	11	29	39	75	95	73	188	150	54	123	235	137	265	77	43	228	331	128	144	46	32	88	56.4110389398187	40.751968604306	35.8260224895124	27.6610050694255	42.8328005527591	46.0476443610877	44.5995268224807	51.2557251655437	9.49552390312247	5.89048894659572	6.19215124997412	10.8272749828144	14.592531897102	16.6238509196546	21.2061107200765	24.9301543273189	44.0777559545206	32.4630991762417	31.5463710848584	49.3731602759193	41.0091741479302	53.0956285598484	49.8158362880105	51.0665828798417	26.5410062108152	45.9286425172647	53.2988771231075	43.703416540885	41.1429738908756	33.486365881209	36.3496205268175	29.3855379044531
Rv2421c	636	464	351	365	349	615	197	201	176	136	42	25	31	158	290	303	180	395	414	160	209	487	193	493	118	192	396	686	310	305	113	71	233	62.7205604272762	53.5554394007709	52.5742456787814	47.4025180827461	55.3700080631123	45.2856137684769	51.6369793721636	52.4669339118993	14.3262306826285	10.5862089087404	8.43056613150422	6.9334713089363	35.415305400006	38.5066936711244	40.5179913912246	36.8249759577739	55.4787391473938	53.674365675737	55.9942575510414	50.2573935114176	50.9108071432223	44.8088056614256	55.5183219264618	46.8808999655297	70.9934066964149	47.7872246250885	66.1731854973404	63.4066741308462	52.2036521771182	49.2783876908563	48.314346740907	46.6095332402805
Rv2422	273	7	8	4	9	15	10	3	1	4	1	2	2	1	2	6	4	5	6	1	3	13	0	10	2	3	0	7	5	1	1	2	5	2.20436982934061	2.84368132568509	1.34225381109759	2.84782280619288	3.14619182776194	5.3553579064635	1.79547968294222	0.694492381950715	0.981629251686247	0.587199447580578	1.57123518231112	1.04210983161609	0.522189786117768	0.618675184409122	1.86917945271235	1.90644564176998	1.63604015847093	1.81222575621217	0.815301002803625	1.6806195001452	3.1660578217551	0	2.62351698468892	1.85113629962606	2.58423801848214	0	1.57307864156046	2.38252657138238	0.39874524451627	1.0159504221007	3.17060563661114	2.33014692424172
Rv2423	1047	332	272	260	260	491	188	158	165	223	105	88	95	115	215	207	128	351	304	169	255	583	237	520	150	107	362	442	192	292	96	83	226	27.2609174310432	25.2101719818615	22.7490867984019	21.4516038186958	26.8529125226803	26.2519951472142	24.6565490748263	29.8790920200286	14.2694859630867	16.0764777124138	18.0264345844519	12.9069333729529	15.6582123545056	17.3415186002356	16.8145813518351	15.9070765296108	29.9465665912435	23.9414581279148	35.9269745619397	37.248114136456	37.0220113770274	33.4244938410658	35.5715827264985	36.2005880944064	24.0331667487684	26.5360102936803	25.8994552275255	23.8553032981048	30.3594803360639	25.4307819125265	34.3088601337019	27.4623505122953
Rv2424c	1002	201	98	110	93	266	99	85	82	32	20	11	24	34	63	47	46	121	113	35	59	149	79	160	49	18	91	97	64	113	30	41	128	17.2455639642725	9.49099927487261	10.0568567732687	8.01767279068873	15.200941992576	14.4450357423143	13.8603147181218	15.5158747129229	2.13959908750775	3.19970956466064	2.35450062499016	3.40713753330769	4.83729101271968	5.30967789254117	3.98926173615306	5.97333941350983	10.787088733487	9.29896080395698	7.77465177823217	9.00523562502953	9.88682128170829	11.6418646212894	11.4366488913385	12.3566119162164	4.22453280865642	6.97023481421405	5.93907834433454	8.30888308486885	12.2763393693437	8.30402590519437	17.7088766919104	16.2524259721962
Rv2425c	1443	1867	1738	1692	1765	2886	1301	1063	891	1852	702	417	840	1058	1450	1545	1095	1841	1666	688	1099	2345	1219	2221	629	466	2189	2165	1179	1300	477	320	1160	111.231310037268	116.879145298259	107.416582017837	105.660212524063	114.521382530535	131.814174200441	120.361840727685	117.068891519638	85.9854163436521	77.9864347408368	61.9788580698128	82.8054839176028	104.522636648329	84.8588259696296	91.0593503652437	98.735850298425	113.965673093053	95.1989944547134	106.121341337899	116.477529861415	108.047482628087	124.738509252861	110.23734746205	110.14260982775	75.9440037503489	116.426855652762	92.0463583507673	106.286442127669	98.0697763540015	91.6826610647094	95.9750895406615	102.274556891042
Rv2426c	876	1697	1514	1231	1323	2491	1003	990	766	936	426	237	471	692	1154	1043	754	1609	1275	773	980	1868	821	1823	541	355	1509	1847	981	1078	415	323	821	166.543160291381	167.716331748689	128.733402545346	130.463444104254	162.826920024864	167.397117190631	184.651557803955	165.788650603618	71.5849770048183	77.9567595373586	58.0253924262052	76.4826532412624	112.614161682904	111.249239410171	101.261089837493	111.99388806884	164.073536961065	120.013409454633	196.406570000738	171.093204364097	141.778671497499	138.389208655377	149.049007925	156.050156107689	95.301152040029	132.208345919493	129.353394734617	145.678444899915	133.959284234784	131.395094830935	159.578101844026	119.238086888372
Rv2427A	517	45	22	36	30	61	17	24	22	11	8	1	4	16	17	26	11	30	34	7	9	40	21	34	9	12	17	37	15	24	12	5	18	7.4829188597539	4.12938830804271	6.37895089722783	5.01260880780564	6.75609703516695	4.80739188469963	7.5847729739764	8.06793277755511	1.42545098782099	2.4805485367814	0.414842557805546	1.10056473513034	4.41184716781898	2.77685834704327	4.27705859295689	2.76840244788939	5.18343090826959	5.4226561796136	3.01361743976349	2.66233533968843	5.14407847248411	5.99779926452932	4.71015177019005	4.39868654562981	5.45839055354447	2.52366739272051	4.39062375197629	3.77425389160961	5.05334398853114	6.43762781973289	4.18556740229614	4.42953268306531
Rv2427c	1248	3803	3562	3714	3859	6517	2523	2320	1821	5271	2226	1323	2467	2984	5088	5066	3253	3872	3653	1453	2176	4760	2030	4615	1395	1401	4191	5104	2712	3130	1050	672	2733	261.975576905698	276.970117869656	272.6243326634	267.111935637806	299.012760397234	295.565549956412	303.735313031058	276.64669977268	282.962300777089	285.929431006268	227.362640990363	281.190541909035	340.859382888373	344.292740123677	345.233550792112	339.153700849564	277.145202844975	241.356379229695	259.138328109865	266.658294023039	253.589054377115	240.184306552051	264.852238094924	282.442905716382	263.996065075566	257.737026403422	250.906043328893	282.686777694519	273.015884604733	233.351112576255	233.039514290919	278.612755047928
Rv2428	588	473	403	434	340	1137	383	354	461	550	149	96	191	454	632	573	267	223	459	99	149	366	361	908	182	71	166	277	141	375	172	100	350	69.1564800031398	66.5091360056436	67.6160357340413	49.9499079498909	110.723479538451	95.2297393438634	98.3666369154771	148.646173036808	62.6665102638988	40.6216189272707	35.0160983486477	46.206405569692	110.070147059538	90.7684877697384	82.8780818050852	59.0827930587821	33.8777172814801	64.3663755197503	37.4747282360095	38.7542853783483	41.3848986700845	90.6552689774828	110.599980311672	78.2105086592009	28.3958534649882	21.6672852118908	28.9013070829551	31.1940800381707	69.4243952506005	81.1308979934704	73.6033451356157	75.7297750378561
Rv2429	534	431	204	342	326	818	241	285	282	414	167	101	187	419	527	535	291	254	399	111	149	404	284	692	146	94	202	333	114	311	163	81	274	69.3881132235698	37.071699529507	58.6708189732856	52.7362742624956	87.7139427996044	65.9822214868826	87.2018081968284	100.12395227876	51.9408713876793	50.1329775555171	40.565231911858	49.8134354062107	111.857159297103	83.3421511761469	85.2069303888586	70.9053188759984	42.4892496886483	61.6105851894268	46.2660417377495	42.6732580570577	50.3011883141765	78.5308427333967	92.8135458201296	69.0848226877298	41.3962022660977	29.0324609485982	38.2576260635687	27.7711580354167	63.3982537362638	84.6606326461783	65.6475678299458	65.2807678753294
Rv2430c	585	3115	1683	2354	2303	6310	1830	1818	1751	1003	305	210	395	1124	1743	1845	1035	1738	3328	613	897	3177	1898	4285	1072	799	1911	2839	1030	2616	1164	659	1973	457.774134559733	279.178414149133	368.627638321103	340.072233026929	617.632413476645	457.347565211983	507.761654336059	567.492875037994	114.866982934819	83.5780547056357	76.9905239332447	96.0477894806163	273.905949144973	251.61519749919	268.227251464223	230.203311243725	265.387527572764	469.084569074654	233.230440202024	234.502440920261	361.076717425701	479.07500961397	524.615946371628	463.030893079798	321.192071941568	250.713984548191	297.731350892676	229.040221062226	486.788194505462	551.864269285102	487.533460056239	429.088788942699
Rv2431c	300	2125	1072	1233	879	3100	1248	1193	1352	1259	389	273	402	708	1227	1168	621	697	1403	305	518	1425	1445	2663	545	387	1186	1929	797	1254	540	482	770	608.957165355343	346.758500854039	376.512260916459	253.104998271736	591.693809741096	608.197286721247	649.742202730853	854.447867361603	281.160704341104	207.862732449049	195.170978170775	190.612309300899	336.436435399956	345.397075327847	331.118909449818	269.337874155158	207.538238262671	385.620498288128	226.286793328146	264.070139992815	315.814267720071	711.229509135809	635.76474145062	459.035523899771	303.363700989618	303.415087422607	394.480930944116	345.5950092853	455.024148327296	499.238037420286	695.345522165189	326.546789963235
Rv2432c	411	429	201	250	163	458	235	229	264	218	42	35	65	95	189	174	119	138	183	53	81	232	220	351	98	54	259	436	197	253	60	81	123	89.7355513739604	47.4578240219945	55.7231281066976	34.2593314551978	63.8087508503466	83.5944006056364	91.0364990579875	121.78456192689	35.5356954287441	16.3815787492918	18.2641753856237	22.4966410730262	32.9513189853146	38.8342864841332	36.0055808445832	37.6731749173852	29.9932734453692	36.7141064698313	28.7021659600137	30.1407453420202	37.5304956389072	79.0394726390412	61.1662452612765	60.2497573725006	30.8976779144068	48.3650543706104	65.0818229223699	62.352633350616	67.0095749233436	40.4897029537944	85.293920246207	38.074940909544
Rv2433c	291	0	7	10	9	14	3	2	3	8	0	1	2	6	11	12	6	9	9	2	1	3	0	2	1	7	6	13	2	6	1	0	8	0	2.33431057275954	3.14806950540931	2.67166881818095	2.75480988905067	1.50722959635519	1.12294605599822	1.95460227085098	1.84181983306079	0	0.737022688609853	0.977649429660455	2.93933632185878	3.19223638965738	3.5071202102438	2.68278175362477	2.76271523667565	2.55019397652538	1.52974002587897	0.525554551591799	0.6854351985243	0	0.492247516714829	0.868316511680264	5.65690590300041	1.58245729780049	2.74072464354348	0.89406151750844	2.24448354129777	0.953108127950144	0	3.49762259968655
Rv2434c	1446	414	268	310	387	668	250	250	209	773	329	208	361	346	523	519	353	360	308	119	191	475	213	504	111	88	271	360	166	278	143	51	257	24.6139386338406	17.98539942189	19.6395124538709	23.1193581755866	26.4523801972328	25.2768448904657	28.2483836700798	27.403631975769	35.8147025162685	36.473369836338	30.8509746169967	35.5128112846682	34.1113435802989	30.5441992236342	30.5254067676873	31.763876219179	22.239284477804	17.5632999637327	18.3172086293785	20.2011393720773	21.8405441023562	21.7507624583163	24.9636894161354	19.396605562783	14.3116030788416	14.3838364409687	15.2738756068526	14.9337951814532	20.9283344310635	27.4285536157603	15.264295393685	22.6120938245814
Rv2435c	2193	1400	890	932	843	2179	849	749	767	1723	742	471	675	819	1387	1232	876	854	1067	435	715	1432	1105	2003	460	280	1084	1413	605	1134	527	383	1059	54.8830791983571	39.3826522857789	38.9327052759265	33.2064190502317	56.8951419366246	56.6004919966434	55.803967035868	66.3111966935896	52.6376864773056	54.2392354302816	46.0634139186298	43.7835816737471	53.2397846368962	53.4113035229591	47.778715641242	51.9747677083911	34.7861080370478	40.1189430576684	44.1500549876628	49.862976642475	43.4152716898401	74.4023788425647	65.4167320588514	53.0017547895669	30.0257112224919	37.9371226514196	39.5292497494173	35.8878250034082	56.2901734098658	66.6510730406066	75.5848962057511	61.4374634588921
Rv2436	915	426	329	437	496	806	272	272	232	3070	1272	612	1502	1358	1646	1616	982	517	470	189	268	575	203	490	158	170	497	578	291	299	142	83	316	40.0255741471747	34.8922029547893	43.7519732015722	46.8267140911919	50.4394723057984	43.4609242297654	48.5701782646839	48.0725349762082	224.785052494743	222.850853955236	143.451196349624	233.504354106476	211.577604553644	151.916198642467	150.204400873261	139.642455278565	50.4726434987421	42.3545877558441	45.9749572039985	44.7944790923947	41.7815827297189	32.7595644346405	38.3549581466489	43.6321929770876	43.6919804873428	41.687805393259	38.7544685661813	41.3715974667389	35.5719978952235	43.0429880471649	39.258335038236	43.9381671826197
Rv2437	420	82	59	116	133	196	44	47	34	760	315	195	312	384	523	541	237	112	163	38	54	149	26	116	31	60	76	109	58	68	32	12	58	16.7847017005506	13.6318973550029	25.3014843391897	27.3549201772638	26.7216559237915	15.3163236124856	18.2839681046282	15.3482816411108	121.231212583251	120.229086892123	99.577029678967	105.669936925871	130.338570614995	105.159314469941	109.549492424383	73.4219877786664	23.8207447073367	32.0008864784467	20.1379347692495	19.6632481516989	23.5871307720755	9.14086368637223	19.7813180645545	18.6501982187325	33.5950942402678	13.8879466659348	15.9218031077941	17.9642503482232	17.6245398076191	21.1317687796946	12.3653619827834	17.5693078087826
Rv2438A	279	1	0	2	10	9	0	0	1	9	2	1	1	2	7	19	4	4	3	1	0	3	1	3	0	1	1	0	2	2	1	0	4	0.30813771807987	0	0.656694068870329	3.09619922776048	1.84711907307314	0	0	0.679557061908764	2.16116762669633	1.14914300494264	0.768722589195223	0.509849433747657	1.02191979648854	2.1187961960678	5.79177647623595	1.86544681076417	1.28068519931918	0.886626579652193	0.797767647904622	0	0.714916282331797	0.529247690691527	0.770129179376425	0	0.842887669110661	0.275086662879297	0	0.932515776326007	0.780340155935065	0.994102025926494	0	1.82402899015911
Rv2438c	2040	4868	4455	4587	5011	7674	2774	2576	2260	34302	14399	9982	16035	9125	14397	13344	8802	4761	5784	1863	2810	6969	2626	6131	1598	1727	5845	6933	2870	3833	1558	949	3568	205.149029823516	211.919600705765	205.985132009899	212.191184223327	215.401247436109	198.805061435324	206.31821831205	210.043093047035	1126.52133816621	1131.48929552921	1049.44877402536	1118.1110548873	637.66668183462	595.987546562037	556.311785820201	561.407589351545	208.475304322849	233.787782702878	203.26533074751	210.662359010848	227.132056939234	190.076194890152	215.252238178622	197.932748837516	199.083869740489	219.901446531239	208.500007184121	183.013077837628	204.534614004424	211.82267491852	201.331126597133	222.520807217117
Rv2439c	1131	1052	1174	1160	1659	2194	945	738	486	445	277	146	279	303	370	402	297	1502	1392	464	774	1378	542	1470	456	352	900	963	616	700	374	207	802	79.965415878149	100.730056614138	93.9577667768316	126.711748077846	111.078653082225	122.157560521573	106.614345311259	81.47114080677	26.3601303362298	39.2613699606463	27.6862475227924	35.0903534680383	38.1918805639926	27.6270470279246	30.2291435628308	34.1681076658602	118.629836042506	101.484642347882	91.313712314006	104.662028181456	81.0074104738719	70.7619604694884	93.0896199049966	101.876328765627	73.1903733050573	61.073617196279	52.2370597180249	70.8514108675919	67.3741964872318	91.7158001744704	79.2104753008541	90.2168609151244
Rv2440c	1440	1824	1724	1549	1889	2921	1241	1022	774	459	171	130	236	331	488	562	462	1550	1741	503	747	1828	938	1913	560	430	1511	1827	904	916	369	215	798	108.895869569426	116.179192994474	98.5431015408885	113.318956611516	116.151721656838	125.997067444756	115.960556578467	101.908075896493	21.3550376112931	19.0362720912529	19.3622002153547	23.3128653581116	32.7684969742777	28.6188829054587	33.1922137397969	41.745201912132	96.1514434801351	99.6919231883511	77.7474433361048	79.3357442787295	84.4018247649547	96.1841521870514	95.147855676167	98.2644852384832	70.2230789327819	80.5333398495572	77.8378975327134	81.6650691117501	69.2454345872879	71.0720817160823	64.617603416976	70.504420560244
Rv2441c	261	4273	3563	2594	2198	5399	3937	1935	2562	1024	224	240	447	451	942	875	815	2130	2004	1106	1773	2841	4089	4355	1333	448	5881	5894	3075	2730	616	706	1980	1407.47746724186	1324.73466561904	910.472359554114	727.478699934977	1184.48456759072	2205.34254146547	1211.32965506084	1861.09589554889	262.850977554975	137.580155626236	197.217105641809	243.620124256596	246.335528874245	304.793529643211	285.121482609619	406.297531672042	728.996928543494	633.112524532331	943.181433657168	1038.91261307252	723.717148290157	2313.34165601266	1195.07229726108	1290.5079686985	403.655998227892	1729.35602055819	1385.43024912236	1532.62183410822	1138.62392063422	654.599044382494	1170.6823547685	965.16292599971
Rv2442c	315	1781	1238	1143	989	2408	993	824	824	150	29	35	38	148	277	319	233	983	1129	362	448	1403	936	1755	562	273	1231	1597	789	1065	264	220	542	486.074044368791	381.385060463132	332.409156318319	271.21820606831	437.726173227822	460.882101430249	427.403963637267	495.96015969707	31.902950679803	14.7582794491919	23.8304002650519	17.1600752272783	66.9795432327057	74.2616446352416	86.1276354488681	96.2437308153545	278.759429134666	295.533749154734	255.787101279591	217.509510418792	296.131941594827	438.761456945867	399.036933371185	450.813393502266	203.810238390958	299.930918346767	311.035101689873	325.834333902254	368.041860688517	232.449456576641	302.264404023595	218.909536376096
