gene_id	length	gef_25_S15_NumReads	gef_25_S16_NumReads	gef_25_S27_NumReads	gef_25_S28_NumReads	gef_5_S29_NumReads	gef_5_S30_NumReads	gef_5_S31_NumReads	gef_5_S32_NumReads	lap_25_S1_NumReads	lap_25_S17_NumReads	lap_25_S18_NumReads	lap_25_S2_NumReads	lap_5_S19_NumReads	lap_5_S3_NumReads	lap_5_S4_NumReads	lap_5_S5_NumReads	pel_25_S11_NumReads	pel_25_S12_NumReads	pel_25_S23_NumReads	pel_25_S24_NumReads	pel_5_S13_NumReads	pel_5_S14_NumReads	pel_5_S25_NumReads	pel_5_S26_NumReads	var_25_S20_NumReads	var_25_S6_NumReads	var_25_S7_NumReads	var_25_S8_NumReads	var_5_S10_NumReads	var_5_S21_NumReads	var_5_S22_NumReads	var_5_S9_NumReads	gef_25_S15_TPM	gef_25_S16_TPM	gef_25_S27_TPM	gef_25_S28_TPM	gef_5_S29_TPM	gef_5_S30_TPM	gef_5_S31_TPM	gef_5_S32_TPM	lap_25_S1_TPM	lap_25_S17_TPM	lap_25_S18_TPM	lap_25_S2_TPM	lap_5_S19_TPM	lap_5_S3_TPM	lap_5_S4_TPM	lap_5_S5_TPM	pel_25_S11_TPM	pel_25_S12_TPM	pel_25_S23_TPM	pel_25_S24_TPM	pel_5_S13_TPM	pel_5_S14_TPM	pel_5_S25_TPM	pel_5_S26_TPM	var_25_S20_TPM	var_25_S6_TPM	var_25_S7_TPM	var_25_S8_TPM	var_5_S10_TPM	var_5_S21_TPM	var_5_S22_TPM	var_5_S9_TPM
Rv0805	957	6859	5593	6665	6228	11643	3873	3726	3890	20076	8129	4949	8539	8960	13027	12137	7045	5195	7361	2266	3480	8294	3723	9399	2378	2067	4787	6818	3123	4679	2168	1305	4162	616.166283927317	567.135022948534	638.007108336879	562.172720224382	696.641826960824	591.679751293954	636.140140205314	770.66883475465	1405.44998900755	1361.67502242573	1109.12210888786	1269.23260587375	1334.71054548271	1149.54988727913	1078.603460083	957.846997422042	484.908968474193	634.23262017998	527.021813743336	556.13227095714	576.222523559428	574.439470775372	703.422472933322	627.871775809529	507.928337055835	383.906290074913	437.079160865422	424.512460125939	532.229902562188	628.322341302205	590.165003723755	553.306900552451
Rv0806c	1599	515	343	463	393	648	210	209	225	465	166	166	156	269	499	560	271	436	486	159	232	671	258	676	153	199	475	697	289	442	172	147	433	27.6890356612296	20.8160940944204	26.5258817180933	21.231329376251	23.2050831393954	19.2009173719545	21.355990049955	26.6786707700579	19.482946428285	16.6420916606983	22.2655522176282	13.8778528795704	23.982521152677	26.3540538919642	29.7852985960668	22.0519962343759	24.3570466519672	25.0617561895684	22.1324394175716	22.1896428311854	27.9005132997818	23.8250827212992	30.2792252964585	24.1776460597501	29.26702081094	22.7991619750337	26.7423369065278	23.5114695312515	30.0906777203253	29.8342514197377	39.78723414723	34.4520747676911
Rv0807	390	510	394	285	409	573	268	243	179	1918	759	456	866	468	680	751	506	457	263	205	242	397	182	418	134	82	455	461	266	193	92	58	266	112.422861296371	98.0359137029934	66.9449088284925	90.5924077125578	84.1291694743544	100.466514325255	101.803698022824	87.0198954584245	329.483858328489	311.979066499561	250.769135096854	315.863489962837	171.069373932181	147.244693889371	163.771273048481	168.815761578732	104.67384933897	55.6051269531102	116.99569390232	94.8989811081991	67.6805745127494	68.9080493280368	76.7641069719978	86.8182924524621	49.4450874202915	89.5407087672112	72.5189253759371	88.7252895182799	53.870482534148	65.4272071832853	64.3632944232061	86.7746714587618
Rv0808	1584	6442	9131	8401	10765	11274	4507	4192	2749	23443	10650	6352	12521	10233	15551	15627	10317	10111	9296	3505	5089	11055	3019	7827	2275	2655	8510	8481	4665	4936	1842	1024	4009	349.634764636285	559.392644606908	485.862196164683	587.072798461413	407.548632149384	415.990610924852	432.402288896044	329.040757152289	991.535248012567	1077.81125875515	860.060809565965	1124.42367931015	920.955862504212	829.083919640066	839.040317230357	847.471956173684	570.197797670173	483.910040185323	492.508203312936	491.346723420292	464.025349500982	281.430466614371	353.904988061284	362.908610255762	394.169713671323	412.333025762428	328.478483840843	383.112980094845	339.217412785682	322.529624343493	279.781927691262	322.000708619296
Rv0809	1095	3480	2910	3457	3777	5331	1649	1897	1410	3736	1631	1170	1695	2212	3262	3617	1934	3452	4372	1216	1667	5245	1853	4264	1028	1277	2806	3690	1564	2075	974	453	1617	273.221071450326	257.888784881736	289.216164158739	297.965489573253	278.773283228439	220.169767694796	283.057781942709	244.137856241359	228.58245648718	238.774600573581	229.163575151595	220.192097229622	287.979798430734	251.573669986812	280.929136676673	229.810270053196	281.606886060706	329.222667379236	247.172459633528	232.826425857102	318.470720344489	249.875959696384	278.900699853955	237.219313092354	274.252554715757	196.674151703166	206.741321741521	185.803129723521	206.282385741876	246.706163595818	179.043665969892	187.876235321313
Rv0810c	183	3190	2410	3112	2548	4326	1363	1646	1576	4564	1265	1279	1522	2415	4291	4124	1971	2327	3420	758	1161	3801	1595	3433	785	1109	2783	5291	1771	2354	865	689	1724	1498.61011184844	1277.96670396721	1557.85057898504	1202.76680951973	1353.60519351665	1088.91984788916	1469.6050261704	1632.80851557121	1670.87781691532	1108.12236734817	1498.97124290171	1183.06799916796	1881.29571059297	1980.17134986277	1916.59328341995	1401.40162603896	1135.87854372894	1540.98606515943	921.931681498171	970.268474370715	1380.97213874488	1286.98288850373	1343.59766650455	1083.90099642449	1425.12959883715	1167.17467212716	1773.7880033189	1258.91922875592	1400.27563620997	1310.99241763372	1629.457400081	1198.56645922209
Rv0811c	1107	1457	1915	1468	1720	2170	1183	922	577	10567	4362	2505	5988	2912	4631	4482	3442	1890	1548	883	1328	2426	737	1409	446	550	2453	2194	1317	852	310	192	573	113.151677337508	167.870638963588	121.483063764841	134.218977905844	112.245438162268	156.238575800682	136.08341134437	98.8230663931875	639.520151445623	631.664290302249	485.326444422399	769.449842989512	375.003023856151	353.282811502543	344.339326983815	404.566881305201	152.51086550429	115.304705431841	177.53897419588	183.46838785325	145.707300620718	98.3066828392628	91.1611718861325	101.802463220357	116.839306978348	170.068415490491	121.591731746849	154.763502439276	83.7818869860039	77.6692721069399	75.0634440147287	65.8541198215373
Rv0812	870	830	591	568	760	1462	517	508	355	1138	507	274	550	619	806	872	548	766	663	260	443	988	392	965	310	220	621	704	352	524	229	128	431	82.0177602020178	65.9207005933921	59.8089784379418	75.4618487648656	96.224288080254	86.8805253190994	95.4039480264975	77.3640565479925	87.6341052121762	93.4193824587074	67.5468586823196	89.9268915041126	101.429063662854	78.2368104752957	85.2431769722015	81.9574407446425	78.6495277837065	62.8373658330742	66.5173162977026	77.8744987463834	75.5050203284768	66.5319096960356	79.4428082794682	90.0354396766398	59.467178310359	54.7830346250622	49.6441921640045	52.6324766444968	65.564718067289	73.0047960212295	63.6745076814596	63.0280638039205
Rv0813c	681	1748	1499	1782	2195	3412	1331	1000	758	1097	533	296	625	764	1122	1178	776	2014	1878	659	1150	2547	883	2391	798	502	1579	1635	828	1264	459	284	1186	220.670044061392	213.603373323445	239.716478540978	278.432876369553	286.892039055936	285.747270920161	239.924597867462	211.033900978839	107.921919942823	125.466673154188	93.2220063231987	130.550653465121	159.932699075118	139.136505899868	147.116225383156	148.266041232631	264.179404408459	227.390423851063	215.386721749474	258.262600132446	248.668039224985	191.459432211002	251.465836583965	296.092105300099	173.352659559913	177.954410501481	147.294213772544	158.166178062132	202.049660816033	186.93935321905	180.487075049732	221.571310084328
Rv0814c	303	4910	4558	3544	4978	7248	3221	2686	1830	481	243	90	333	718	995	1091	778	4377	4188	2217	2774	5354	1845	5240	2270	1045	3706	3323	2207	2093	1009	625	2180	1393.11808125555	1459.77283775372	1071.49065122331	1419.20575969171	1369.72109006818	1554.17258546675	1448.38916495985	1145.08729075498	106.353697959304	128.561795884647	63.7050304115249	156.331951621101	337.810259855077	277.316557288733	306.227731426956	334.090441945621	1290.38860871303	1139.69262953549	1628.55971695666	1400.15017458632	1174.82688162116	899.118465418868	1238.61172176145	1893.01596739482	811.049882401184	938.720980739137	672.825982542279	947.523740627175	751.942727785171	923.599522840242	892.713839516131	915.355538279353
Rv0815c	834	1221	977	1113	969	1810	476	534	550	321	136	70	148	472	637	667	386	834	1346	321	543	1475	563	1814	310	466	804	1512	542	788	393	288	733	125.863173745048	113.679485441854	122.25493952284	100.366973312263	124.270804784333	83.4434111785514	104.615755051432	125.033610491487	25.7863058192509	26.1409365584793	18.0013814951831	25.2430489428156	80.6802003357208	64.5013388752583	68.0177369552049	60.221051810083	89.3277926525126	133.076908858156	85.6681927802039	99.5736826866605	117.58829859576	99.6794238738046	155.782173644079	93.9218615331854	131.39951728028	73.9884171108302	111.224581937095	84.5402701825337	102.853323718607	130.695809156789	149.451857058102	111.81855416381
Rv0816c	423	174	104	151	164	299	90	93	68	96	28	29	29	87	125	106	72	151	137	48	61	169	70	219	55	49	125	154	92	106	34	31	107	35.363720240911	23.8586880020245	32.7019674083192	33.4916529232644	40.4750512726122	31.1066533715858	35.9223275573049	30.4788571596526	15.2048105367572	10.6112354073427	14.7038639933299	9.7522264029605	29.3204009694636	24.9554263214673	21.3121808520843	22.1472195831151	31.8876990319844	26.7056956296657	25.2569842570655	22.0546544806289	26.5634496676332	24.4354784851194	37.0809007006138	32.8543871618029	27.2414121144488	22.6800174182399	22.3354853929364	28.292925468955	27.2786994936449	22.293266709075	31.7172996485107	32.1824689380733
Rv0817c	813	201	173	187	177	439	158	119	126	99	40	19	39	128	184	155	117	158	172	62	110	240	123	335	89	85	225	313	153	185	61	39	170	21.2546803102104	20.649481139419	21.0711559994906	18.8068396635296	30.919364656153	28.4130391066908	23.9154360228552	29.3839470533096	8.1582084210714	7.88710697119301	5.01229821073048	6.82370441403229	22.4445263051652	19.1127256231482	16.2144994960072	18.7250246752075	17.3601368254575	17.4446233310166	16.9739050103987	20.6924983966217	19.6272219208434	22.3397207890051	29.5121458591298	27.6611676949658	24.5868155878958	21.2405476780417	23.619398496345	24.4811198917763	24.7707608539904	20.8101136276052	20.7610321113154	26.6032272457708
Rv0818	768	2220	2247	2339	2526	3920	1545	1400	1088	4409	1713	1083	2373	2526	3884	3883	2475	2455	2473	841	1149	3094	1176	2341	605	864	2969	3365	1689	1677	563	331	1360	248.50825497957	283.919641812553	279.001349060851	284.122238354311	292.268111666469	294.115837835639	297.843895321404	268.594928719439	384.617487043266	357.556294871888	302.441290863882	439.52406907944	468.881552249011	427.0840466373	430.000108824393	419.315644206683	285.546524689998	265.513490140141	243.733597834235	228.807154056878	267.853438685828	226.104536857621	218.316580767682	199.051384718579	264.561367142109	296.703531618136	268.805957715087	286.087462105391	237.70045128865	203.32104677924	186.526977305399	225.296080737622
Rv0819	948	1130	1207	1192	1356	2130	782	761	489	2788	1241	617	1583	1720	2279	2258	1464	1484	1269	448	677	1687	506	1249	332	446	1224	1374	773	698	274	136	563	102.475293648777	123.552779180883	115.187464713116	123.561864624816	128.655350627658	120.60062637334	131.159033252565	97.7981534950153	197.031008059189	209.851331692159	139.588831932314	237.530138566128	258.649194060611	203.016499714278	202.57133733356	200.936957420225	139.833802000347	110.376591825752	105.184149627526	109.217221039499	118.316382332614	78.814360216968	94.3627585325184	88.4913447536431	110.637008668899	99.0938766103676	88.9187680239016	106.072194057437	80.1503178518494	80.1636323565156	62.0876825295877	75.5572261833394
Rv0820	777	2431	2412	2865	2789	4182	1134	1330	1033	3944	1521	903	1544	2783	4266	4011	2342	2679	3708	1006	1531	4230	1326	3144	633	917	2215	3162	1241	2008	993	511	1955	268.975674581665	301.238079892505	337.785426988716	310.070605057463	308.190747582173	213.374827721851	279.674267730369	252.063194519355	340.068209408495	313.802558838129	249.253105475002	282.665250543218	510.602818160939	463.655248337312	439.029838751262	392.186783846816	307.991192427389	393.497884470503	288.175851747724	301.345674877387	361.957421243894	251.991377299991	289.806449184339	205.851359589498	277.537850615545	218.789486949115	249.663979304958	207.769195546551	281.320158455479	354.45686483508	284.626124919024	320.111805835694
Rv0821c	642	11755	9778	11351	12953	16922	5376	5245	4509	48799	21029	14491	21698	12704	19021	19474	12786	17697	14767	6156	9934	24805	7673	15695	4025	4598	14850	15776	6819	9372	4618	2358	9571	1574.1157732275	1477.98011462146	1619.70676856187	1742.88382221396	1509.29192771161	1224.26484746189	1334.84964995312	1331.60476481138	5092.4414166196	5250.8774003208	4841.02332113366	4807.62761799752	2820.95706961893	2502.03664046911	2579.77917465183	2591.35405582483	2462.35817222977	1896.62269043664	2134.24467554476	2366.46408787268	2568.87126112358	1764.7912633312	1750.94626906403	1584.17043959237	1684.25498943498	1775.27306434324	1507.56800205772	1381.70731851714	1589.11532372051	1995.0512779568	1589.58461750641	1896.69821989205
Rv0822c	2055	8409	4775	4820	5031	10908	5123	4408	3822	8063	2938	1976	3575	3184	5164	4597	3440	6116	5079	2437	3845	7205	4252	8921	2387	1165	5123	6187	2908	4434	2057	1565	4471	351.788462239456	225.48369124878	214.868381979426	211.483063252884	303.94142108104	364.471586640575	350.470644408392	352.621663397405	262.866341506389	229.186087454377	206.228631782814	247.463051803288	220.877893998404	212.211910480491	190.250178324769	217.807935656816	265.853420857794	203.793384437457	263.9516167719	286.151026765599	233.109673343385	305.523488782912	310.919700271138	293.502389486039	133.317758408459	191.331408139488	184.70699010124	184.082698257453	234.877830205617	277.624396586517	329.592556013121	276.801724888734
Rv0823c	1170	17040	8666	9486	11171	24598	9747	9125	7589	17839	7475	4802	8045	9164	11994	11165	7885	13329	10684	4849	6868	15685	6305	19355	5013	2748	7566	10755	5044	8847	4248	2350	9936	1252.08206306547	718.764152411286	742.736146370854	824.782222132831	1203.84485790004	1217.96904866699	1274.2918305326	1229.78396021226	1021.49157954847	1024.17370315513	880.258323636764	978.106919457668	1116.58101332942	865.712185543685	811.587334037411	876.885559979117	1017.64969937209	752.959665864423	922.458731272115	897.749589877564	891.326457793849	795.723902954711	1184.8239955686	1082.6370648363	552.337805816915	496.311357166828	563.948692999424	560.814987882461	823.129808254936	1007.01005838622	869.27437870422	1080.4425258324
Rv0824c	1017	42394	21922	24287	26007	60947	22259	21729	19843	58397	19378	14986	22532	21212	33183	31875	21211	28876	31626	10121	15081	43637	26490	49496	11621	8097	29144	44753	14704	28058	13687	8935	27754	3583.70710644795	2091.76458848519	2187.71236447019	2209.03402903307	3431.53131813594	3199.89585818211	3490.9262544634	3699.27410763826	3846.97825248944	3054.47295417315	3160.37502984131	3151.55531572804	2973.38869210867	2755.43418381498	2665.57947395466	2713.7339853909	2536.31203602159	2564.17114587165	2215.04776369666	2267.87951232426	2852.80488547342	3846.13195680509	3485.74551544213	2887.31120848651	1872.3071253138	2199.38846718214	2699.70457166613	1880.81004968153	3003.26684492039	3732.69475481888	3802.3184130442	3472.00689906893
Rv0825c	642	956	866	927	847	1172	376	419	450	103	64	17	49	213	291	322	198	718	905	323	538	1278	499	1379	292	290	765	1242	523	536	244	166	496	128.018262799276	130.899036537348	132.276290587336	113.967621200897	104.531978446874	85.6256664147453	106.63527232228	132.894687106924	10.7486109533355	15.9806055266789	5.67920753980209	10.8569339700377	47.2972178706575	38.2783587811635	42.6563055478017	40.1288990343592	99.9024223123116	116.235087346459	111.981973716855	128.16163471668	132.353052679538	114.770082158513	153.842300416649	114.926153630055	106.227478672498	91.4534608904093	118.686578255304	105.97344589888	90.8841030211475	105.411977440766	111.904599875345	98.2930014696958
Rv0826	1056	247	183	195	235	374	103	123	101	1035	433	272	405	259	390	465	302	327	261	106	170	447	131	372	98	170	529	561	239	296	84	63	216	20.1086122784452	16.8166992601682	16.9164019019367	19.2237028757685	20.2798281564489	14.2601618344552	19.0310644802767	18.1337485298552	65.6638857031741	65.7313063437998	55.2432006144385	54.5553378468906	34.964463264232	31.1886112140337	37.449966165494	37.2108942664223	27.6611630656928	20.3798172044486	22.3420269120561	24.6204390788317	28.1437355803173	18.317683567315	25.2304820925254	23.4494794319108	37.858108092726	38.4472686183886	32.5922231048307	29.4418013642019	30.5130735974155	22.0622870072096	25.8197189129143	26.0235045130087
Rv0827c	393	542	599	750	771	926	248	301	215	3385	1159	1077	1348	1240	2089	2085	1102	684	883	208	347	988	354	786	195	288	1005	1245	434	527	204	96	462	118.564807767435	147.906703608558	174.825997342387	169.470819258099	134.919593159383	92.2593261321131	125.13990838542	103.723232464624	577.053752944987	472.758309441802	587.755902720479	487.914232155277	449.800728744496	448.891350690801	451.207078193866	364.851492076292	155.47127270819	185.264346296332	117.801659397458	135.035424824644	167.148518284414	133.006812770584	143.244027364015	125.375624568185	172.335139919541	196.266984320714	194.353265753099	143.65725864149	145.974241918067	143.970256762423	105.719125348988	149.563415250337
Rv0828c	423	29	12	21	16	42	13	25	14	7	7	4	4	13	9	10	4	25	23	10	14	45	16	37	8	4	14	26	8	24	11	6	12	5.89395337348517	2.75292553869514	4.54795573228281	3.26747833397701	5.68545870718967	4.49318326478462	9.65653966594218	6.27505882698731	1.10868410163854	2.65280885183566	2.02811917149378	1.34513467627041	4.38120934026468	1.79679069514564	2.01058309925324	1.23040108795084	5.27942036953384	4.48343795242563	5.26187172022197	5.06172397916073	7.07310789966565	5.58525222517016	6.26480970740965	4.77881995080769	2.22378874403664	2.54016195084287	3.77092610530096	2.46025438860478	6.17630931931584	7.21252746470074	6.13883219003433	3.60924885286803
Rv0829	291	14	10	8	6	23	3	7	7	15	3	1	2	6	14	9	9	10	7	2	11	13	5	20	1	5	14	24	13	16	3	4	7	4.13603411278341	3.33472938965648	2.51845560432745	1.78111254545396	4.52575910344038	1.50722959635519	3.93031119599379	4.56073863198562	3.45341218698899	1.65263349679895	0.737022688609853	0.977649429660455	2.93933632185878	4.06284631410939	2.63034015768285	4.02417263043715	3.06968359630627	1.98348420396418	1.52974002587897	5.78110006750978	2.9702191936053	2.53711521826351	4.92247516714829	0.868316511680264	4.04064707357172	3.69240036153448	5.05979934192642	5.81139986380486	5.98528944346071	2.85932438385043	5.94897140065183	3.06041977472573
Rv0830	906	237	217	254	216	407	138	141	122	1298	514	329	438	533	761	731	422	209	291	91	145	350	131	347	75	126	271	434	164	230	134	77	319	22.4889518019815	23.2426221598938	25.6828266471108	20.594851022269	25.7230699171786	22.269067744824	25.4280351123969	25.5306437894597	95.9835132042021	90.9459170898476	77.8827982172392	68.7688968022419	83.8667920399672	70.9335682044969	68.6201359679241	60.6054019331546	20.6065217046083	26.4842992551074	22.3559854444265	24.4765720799293	25.6849061698675	21.3504126347512	27.4313893461994	20.9172272267348	32.7051579690024	22.956983988566	29.3884427009407	23.5475672525236	27.634893932866	41.0215213479999	36.7821749929375	44.7959172608033
Rv0831c	816	16514	10654	10607	10431	25519	9149	8490	8191	11171	4283	3071	4213	6467	10293	9517	6510	10883	11746	5754	9157	17758	10789	20322	5116	2924	11315	14858	6751	10687	6080	3661	12356	1739.84751361213	1266.99855551023	1190.80242818236	1104.25376303808	1790.72987793917	1639.21008207623	1699.96280422099	1903.16700790737	917.174644966381	841.407155488504	807.167197212954	734.424988188366	1129.80559765054	1065.23925414375	991.910084242142	1038.04913845676	1191.36564636923	1186.92569831777	1569.49639441918	1716.22350663909	1446.91170437901	1952.33441229041	1783.70412015411	1584.20516747924	842.676947193383	1064.23647027415	1117.08247033812	1076.23805616884	1425.68576823981	2066.5626821319	1941.71036478426	1926.47638311007
Rv0832	414	291	206	198	268	462	159	157	137	96	40	22	52	129	212	204	142	240	220	69	111	249	101	243	71	88	224	375	189	141	63	38	122	60.4284859738806	48.285914973997	43.812915160066	55.9200504005088	63.8996119916752	56.1497634410292	61.9613966912934	62.740844389707	15.5353498962519	15.4884491970529	11.3971479528509	17.8668975478527	44.4201876756267	43.2444987594956	41.9075451209567	44.6287872879559	51.784227624645	43.8173425596229	37.0961956275649	41.0046801231079	39.9886868356459	36.0233591207646	42.0390080307436	43.3340276517535	49.9869035072583	41.5261258050835	55.5707128812118	59.3870644945008	37.0746393651323	42.2061142746618	39.7244720702946	37.4917263085966
Rv0833	2250	369	407	200	263	472	276	324	135	131	73	31	100	97	155	166	115	344	182	107	135	231	120	208	81	71	273	313	256	104	34	29	56	14.0991494284625	17.5535708765664	8.14300645399208	10.0973249215725	12.0120205676472	17.934022557165	23.5279657652748	11.3757852163527	3.90066743645058	5.20102124037038	2.95496963286644	6.32213297847094	6.14582565608205	5.81760898406045	6.27462773614951	6.65031788037428	13.6572269655397	6.66979621653023	10.5847811523985	9.1761824707928	6.82602066370399	7.87520563748992	6.62105726482559	9.09648377636244	7.42078303885026	9.31223371178997	8.53447599001267	14.8008904018464	5.0316333254693	4.1911341413061	5.57815218334453	3.16651432691622
Rv0834c	2649	980	2452	1340	1860	1508	838	755	344	781	367	190	520	737	1221	1207	971	2003	1495	664	806	1605	361	705	269	546	1930	1765	1501	485	174	119	314	31.8048376283118	89.8239384998251	46.3404387670557	60.6546480654595	32.5968752087668	46.250156651313	46.5679243550566	24.6210526892244	19.7523704831804	22.2091732172691	15.3831575889916	27.9233506410381	39.6621771070899	38.9250387400238	38.7514276231723	47.6940666343254	67.5438160373661	46.5353440928436	55.7913338543672	46.5333023245187	40.2838727377333	20.1228003619328	19.0613513196736	25.6590970999696	48.4712911235573	55.9176728428143	40.8768849723723	73.7104613616514	19.930488524038	18.2180735940459	19.4419526833873	15.0807742272442
Rv0835	645	895	776	881	871	1138	488	401	402	796	298	190	299	480	830	759	446	988	922	446	781	1523	470	1182	278	336	934	1295	608	724	309	208	552	119.292292857572	116.749651450336	125.12770963896	116.651826068038	101.027390170348	110.614294841968	101.579611023635	118.167071239633	82.6805772966802	74.0636028813494	63.1782704701377	65.9413172289353	106.089534221507	108.671015531212	100.079345441387	89.9709335079958	136.830789365399	117.867725114507	153.9060767432	185.183424022976	156.992290408052	107.59728632617	131.251504142842	108.907083971953	122.504901787767	111.137570748937	123.175715956606	122.62365594553	122.190379952139	132.872139158371	139.565636022734	108.881804928847
Rv0836c	654	26	27	26	26	49	14	14	14	100	48	27	58	46	68	72	39	38	35	13	8	47	6	45	7	11	22	25	19	22	14	4	30	3.41778441429874	4.00626434472951	3.64194095992765	3.43422464803891	4.29017411620505	3.12969081322683	3.49761638542566	4.05863896607895	10.2440667320468	11.7655375551925	8.85441477738168	12.6152653469489	10.0270020398577	8.78064688331112	9.36304569890775	7.75914631036887	5.19029987889217	4.41279742625059	4.42431690970958	1.87078133961117	4.7781331346671	1.35467986883428	4.92812020747758	2.7045271166555	3.9553857133037	2.58177666170203	2.34518604819793	3.77925545130288	3.66187146569528	5.93725154934081	2.6470193846937	5.83605605796322
Rv0837c	1029	59	41	52	49	91	28	28	19	289	63	64	103	110	146	124	89	70	62	14	41	77	28	69	17	23	61	102	39	39	19	7	55	4.92930512858381	3.86653608824018	4.62940600154068	4.11352183116749	5.06387065611208	3.97826587337288	4.44594969109501	3.5008085375883	18.8162300948226	9.81461933813252	13.3394660375801	14.2386231074892	15.2394162071104	11.9820969388624	10.2486982237154	11.2538653445299	6.0767205886063	4.96821074662249	3.02826086755632	6.09367478624077	4.97523371990087	4.01796205994384	4.80264231686931	4.1745012471159	5.25637528929359	4.5497569635984	6.08134775133868	4.93037131302395	4.12579263203569	5.12121947467089	2.94413380542463	6.80022469727687
Rv0838	771	774	799	776	855	1320	513	451	356	728	319	193	315	461	712	689	578	866	696	370	541	981	276	877	286	209	740	898	476	456	196	116	474	86.3049386102148	100.564798399434	92.2029135452021	95.7954403094841	98.0338683140765	97.2778883842161	95.5749437971874	87.5438723956239	63.2597029822086	66.3261197035666	53.6879445660119	58.1168838974226	85.2388471495194	77.9867753856729	76.0023881359351	97.5439959784216	100.334459710864	74.4352337843413	106.813948499603	107.313331532618	84.5965722256508	52.8588705240082	81.4688793762914	93.7308819728945	63.7478895895094	73.6632845889231	71.4557200839564	80.3124676778204	64.3826173791717	70.5077499166854	65.1146169262007	78.2167762103055
Rv0839	813	1223	1421	1495	1678	2376	886	771	469	231	77	47	113	285	479	519	389	1368	1535	562	948	1806	688	1581	454	662	2679	2459	1669	1750	620	320	1012	129.325741389986	169.612212133609	168.456568017318	178.293090143518	167.344898457903	159.32881423119	154.947909022028	109.37358069843	19.0358196491666	15.1826809195465	12.3988429423333	19.771246122709	49.9741406013443	49.7554107254783	54.2924208930823	62.2567059714165	150.308020109025	155.683121006456	153.860235739421	178.331713454522	147.694844954347	124.957137421427	139.279709263535	141.103035208028	191.487904931612	252.904121019883	185.559427803554	267.052216335782	234.318008078288	211.512630313364	170.346930144126	158.367446898353
Rv0840c	861	230	130	165	227	398	124	92	96	249	97	70	115	167	286	278	159	196	246	49	100	281	116	281	68	76	197	301	111	157	66	31	146	22.9653860269283	14.6518946353896	17.5556977122216	22.7748647725615	26.4689374257566	21.0556998663882	17.4584853723487	21.1396705530364	19.3752066323682	18.0599634975393	17.4368782427209	18.999441442269	27.6505859917482	28.0516382394283	27.4602217158636	24.0281898874302	20.3347820672386	23.5589348307583	12.6669936289246	17.7626451234859	21.6990792173947	19.8938121504536	23.3748964513869	19.9561523032858	20.7579444086207	17.5604973888906	21.4475844056658	16.7706626463648	19.8497327818953	21.2606210283513	15.5823667262718	21.5737505473697
Rv0841	243	6	10	20	33	35	4	5	3	12	5	1	2	3	10	18	14	22	28	7	14	36	4	19	3	7	16	20	8	4	5	2	10	2.12272650232799	3.99344136786023	7.5398207907334	11.731154851848	8.24742466783687	2.4066052814231	3.36190640221691	2.34069654657463	3.30845414457217	3.29846603270572	0.882607417224145	1.17076536638351	1.75997298284137	3.47527418402655	6.29982704432682	7.49633255436714	8.0872898697748	9.50113421158152	6.41168813315937	8.81114914890941	9.84995766768253	2.43061902391664	5.60007514386067	3.11950746788836	6.7743194147042	5.0534438810419	5.04938823216937	4.28266504683055	1.79189220992497	5.70688200068913	3.56203843125449	5.23563876804931
Rv0842	1293	131	117	181	231	266	54	82	50	285	55	37	90	109	308	321	148	133	158	37	61	177	56	152	47	60	150	226	96	95	35	21	113	8.71007382683772	8.78093824668478	12.8238181685548	15.4328649675124	11.7798483190728	6.105853538831	10.3618479459511	7.331648115721	14.7671430640852	6.81887061517586	6.13729565990896	9.90125234447306	12.0176345440885	20.1162738615068	21.1139214977496	14.8932772061242	9.18839630532419	10.0758630792029	6.36918440009235	7.21509578136583	9.10149800731918	6.39517859192917	8.4196025364773	9.18481433120725	10.9125596140081	8.90361704678932	10.7232135705444	9.6583536554972	7.9980339648333	7.50766147190427	7.02903407374001	11.1187474811961
Rv0843	1005	154	186	151	220	257	92	103	67	414	148	115	205	190	280	290	188	173	209	82	119	251	69	177	52	70	178	186	105	112	40	26	94	13.1735773084773	17.9597575069201	13.7641116554418	18.9099212537252	14.6427837364913	13.3835989232574	16.7453045454899	12.639761351503	27.5984331552445	23.6071706269111	24.5417554968445	29.0157595653704	26.9512280656006	23.5281249234992	24.5411172920791	24.3399045070155	15.3768240088405	17.1476227151241	18.1605256206586	18.1088841463407	16.6052644561902	10.1378580034852	12.614026290264	13.073995477359	16.3796976892848	13.593386917325	11.3543407620692	13.5910694863037	12.1313777077905	11.0389836908853	11.1964969197343	11.8997473372918
Rv0844c	651	1603	1379	1619	1817	3036	996	874	708	4777	2276	1467	2237	2504	3404	3646	2103	1736	1803	529	819	2234	690	2056	625	562	1407	1719	809	1155	492	259	1100	211.690612320871	205.559173893373	227.825935178799	241.105457007462	267.040643135717	223.681207009321	219.357421049349	206.197028499173	491.614178701352	560.453459839166	483.306873578311	488.799935697218	548.332965087277	441.574423556008	476.319181180968	420.325140325399	238.207447073367	228.369674730415	180.865322460662	192.403826000494	228.160424961319	156.50610281878	226.197941828276	242.588426362286	203.015515731511	165.877257716216	161.998103239408	161.658270653087	193.134188593929	209.613512895358	172.184341588221	214.974845268753
